timestamp,close_A,close_B,spread
2026-07-06 05:45:00+00:00,4149.0,61.688,4.2085331978022085
2026-07-06 06:00:00+00:00,4153.8,61.912,4.206064834943877
2026-07-06 06:15:00+00:00,4157.6,61.935,4.206607815688069
2026-07-06 06:30:00+00:00,4157.2,61.821,4.208353937146303
2026-07-06 06:45:00+00:00,4152.2,61.729,4.2086397565466696
2026-07-06 07:00:00+00:00,4152.1,61.846,4.206722085181965
2026-07-06 07:15:00+00:00,4155.9,61.932,4.206247281377353
2026-07-06 07:30:00+00:00,4165.5,62.25,4.203433060070147
2026-07-06 07:45:00+00:00,4165.9,62.37,4.201603227154175
2026-07-06 08:00:00+00:00,4159.3,62.123,4.203985779126056
2026-07-06 08:15:00+00:00,4156.7,62.111,4.203553662311496
2026-07-06 08:30:00+00:00,4151.3,61.989,4.204219867233734
2026-07-06 08:45:00+00:00,4152.4,62.028,4.203855863317187
2026-07-06 09:00:00+00:00,4151.7,62.132,4.2020120137743335
2026-07-06 09:15:00+00:00,4144.9,62.045,4.201774013599437
2026-07-06 09:30:00+00:00,4142.4,61.907,4.203397350078449
2026-07-06 09:45:00+00:00,4145.9,62.016,4.2024827568031595
2026-07-06 10:00:00+00:00,4149.8,62.04,4.203036080984012
2026-07-06 10:15:00+00:00,4150.6,62.072,4.202713179495912
2026-07-06 10:30:00+00:00,4156.7,62.239,4.201494956316992
2026-07-06 10:45:00+00:00,4155.7,62.128,4.203039391831289
2026-07-06 11:00:00+00:00,4156.3,62.113,4.203425227601515
2026-07-06 11:15:00+00:00,4158.2,62.185,4.202723754203584
2026-07-06 11:30:00+00:00,4156.0,62.144,4.202854079550258
2026-07-06 11:45:00+00:00,4155.7,62.214,4.201656110016404
2026-07-06 12:00:00+00:00,4157.3,62.201,4.2022500272908125
2026-07-06 12:15:00+00:00,4146.9,62.053,4.202127487550171
2026-07-06 12:30:00+00:00,4134.4,61.536,4.207475124741858
2026-07-06 12:45:00+00:00,4141.5,61.632,4.207632103862658
2026-07-06 13:00:00+00:00,4142.9,61.521,4.209772724745634
2026-07-06 13:15:00+00:00,4145.3,61.7,4.207446510396068
2026-07-06 13:30:00+00:00,4150.1,61.992,4.203882364858324
2026-07-06 13:45:00+00:00,4141.6,61.892,4.203446534960265
2026-07-06 14:00:00+00:00,4142.8,61.858,4.204285731050619
2026-07-06 14:15:00+00:00,4139.0,61.737,4.205326064720211
2026-07-06 14:30:00+00:00,4131.5,61.587,4.205945006834659
2026-07-06 14:45:00+00:00,4139.5,61.762,4.205041997966982
2026-07-06 15:00:00+00:00,4141.1,61.705,4.2063517671051835
2026-07-06 15:15:00+00:00,4150.3,61.834,4.206482524776218
2026-07-06 15:30:00+00:00,4152.5,61.939,4.2053158117288385
2026-07-06 15:45:00+00:00,4149.0,61.843,4.206023704940605
2026-07-06 16:00:00+00:00,4143.4,61.632,4.2080907696361285
2026-07-06 16:15:00+00:00,4147.4,61.608,4.209445178626791
2026-07-06 16:30:00+00:00,4151.7,61.769,4.207871547411785
2026-07-06 16:45:00+00:00,4158.1,61.841,4.20824694324113
2026-07-06 17:00:00+00:00,4155.6,61.883,4.20696659573584
2026-07-06 17:15:00+00:00,4157.6,61.954,4.206301089503356
2026-07-06 17:30:00+00:00,4159.5,61.959,4.20667727775032
2026-07-06 17:45:00+00:00,4162.2,62.008,4.206535650640101
2026-07-06 18:00:00+00:00,4159.3,62.028,4.205516173863781
2026-07-06 18:15:00+00:00,4164.3,62.124,4.205171085541409
2026-07-06 18:30:00+00:00,4165.8,62.251,4.203489013514466
2026-07-06 18:45:00+00:00,4165.1,62.204,4.2040762575574675
2026-07-06 19:00:00+00:00,4161.8,62.096,4.2050213773521286
2026-07-06 19:15:00+00:00,4165.7,62.201,4.204268530919804
2026-07-06 19:30:00+00:00,4162.0,62.07,4.2054882265280185
2026-07-06 19:45:00+00:00,4165.3,62.1,4.205797591879084
2026-07-06 20:00:00+00:00,4164.7,62.024,4.206878116278561
2026-07-06 20:15:00+00:00,4165.8,62.048,4.206755333927042
2026-07-06 20:30:00+00:00,4166.0,62.066,4.206513286842307
2026-07-06 20:45:00+00:00,4167.3,62.11,4.206116616500242
2026-07-06 21:00:00+00:00,4170.9,62.178,4.205885879413472
2026-07-06 21:15:00+00:00,4169.9,62.131,4.206402274459799
2026-07-06 21:30:00+00:00,4168.9,62.163,4.205647523582537
2026-07-06 21:45:00+00:00,4169.3,62.12,4.206435436713902
2026-07-06 22:00:00+00:00,4167.8,62.147,4.205641051159075
2026-07-06 22:15:00+00:00,4167.7,62.133,4.2058423551132424
2026-07-06 22:30:00+00:00,4169.8,62.163,4.205863384568901
2026-07-06 22:45:00+00:00,4166.5,62.064,4.20666552312465
2026-07-06 23:00:00+00:00,4167.1,62.093,4.2063423680458305
2026-07-06 23:15:00+00:00,4165.2,62.044,4.206675761893236
2026-07-06 23:30:00+00:00,4162.6,62.01,4.206599495662364
2026-07-06 23:45:00+00:00,4158.9,61.811,4.208924553060255
2026-07-07 00:00:00+00:00,4156.9,61.928,4.206552463251401
2026-07-07 00:15:00+00:00,4160.2,61.99,4.2063453473089
2026-07-07 00:30:00+00:00,4151.5,61.638,4.209946430239904
2026-07-07 00:45:00+00:00,4147.5,61.515,4.210979974552467
2026-07-07 01:00:00+00:00,4143.5,61.307,4.213402091370477
2026-07-07 01:15:00+00:00,4134.3,61.079,4.214905198303985
2026-07-07 01:30:00+00:00,4143.2,61.428,4.211357957846235
2026-07-07 01:45:00+00:00,4142.6,61.548,4.209261530826291
2026-07-07 02:00:00+00:00,4146.1,61.646,4.208515067233482
2026-07-07 02:15:00+00:00,4145.3,61.558,4.209750621493479
2026-07-07 02:30:00+00:00,4142.3,61.531,4.209465355256045
2026-07-07 02:45:00+00:00,4137.6,61.305,4.212009782893188
2026-07-07 03:00:00+00:00,4139.6,61.294,4.2126724849245605
2026-07-07 03:15:00+00:00,4135.0,61.043,4.2156640735897115
2026-07-07 03:30:00+00:00,4130.1,61.059,4.214216288898156
2026-07-07 03:45:00+00:00,4132.9,61.133,4.213682800142694
2026-07-07 04:00:00+00:00,4140.9,61.216,4.2142598412398
2026-07-07 04:15:00+00:00,4135.4,61.054,4.2155806194907814
2026-07-07 04:30:00+00:00,4133.1,61.02,4.2155813304301395
2026-07-07 04:45:00+00:00,4127.6,60.899,4.2162346490217715
2026-07-07 05:00:00+00:00,4123.5,60.661,4.219156608820799
2026-07-07 05:15:00+00:00,4129.7,60.722,4.219653973470196
2026-07-07 05:30:00+00:00,4122.4,60.501,4.2215309031882
2026-07-07 05:45:00+00:00,4126.6,60.578,4.2212773114931235
2026-07-07 06:00:00+00:00,4124.8,60.769,4.217693022220903
2026-07-07 06:15:00+00:00,4130.7,61.003,4.215279119826569
2026-07-07 06:30:00+00:00,4133.7,61.23,4.212290903178104
2026-07-07 06:45:00+00:00,4132.4,61.159,4.213136600604019
2026-07-07 07:00:00+00:00,4130.9,61.041,4.21470481034814
2026-07-07 07:15:00+00:00,4130.0,61.035,4.214585215833315
2026-07-07 07:30:00+00:00,4131.3,60.987,4.215686679694153
2026-07-07 07:45:00+00:00,4127.6,60.865,4.21679310638
2026-07-07 08:00:00+00:00,4139.2,61.265,4.213049094030355
2026-07-07 08:15:00+00:00,4138.6,61.241,4.213295945524962
2026-07-07 08:30:00+00:00,4131.7,61.054,4.21468550506201
2026-07-07 08:45:00+00:00,4128.4,60.961,4.21541088624846
2026-07-07 09:00:00+00:00,4129.3,60.942,4.215940587878924
2026-07-07 09:15:00+00:00,4123.1,60.825,4.216359697927032
2026-07-07 09:30:00+00:00,4135.3,61.021,4.2160970889929095
